id,product_id,product_img,unit_id,mrp,sale_price,stock_status,status,created_date,updated_date
238,107,Patanjali_Keshkanti_Silk_and_shine_Hair_Cleanser_200ml.png,47,80,77,1000,1,1607007117,1607007117
239,108,Patanjali_Keshkanti_Antidandruff_HairCleanser_200ml.png,47,110,106,1000,1,1607007117,1607007117
240,109,Patanjali_Keshkanti_Alover_Hair_Cleanser_200ml.png,47,85,81,1000,1,1607007117,1607007117
241,110,Park_Avenue_Beer_shampoo_70ml.png,17,40,38,1000,1,1607007117,1607007117
242,110,Park_Avenue_Beer_shampoo_70ml.png,42,155,147,1000,1,1607007117,1607007117
243,111,Clear_Anti_dandruff_80ml.png,21,65,62,1000,1,1607007117,1607007117
244,112,Indulekha_Bringha_hair_cleanser_100ml.png,27,135,128,1000,1,1607007117,1607007117
245,112,Indulekha_Bringha_hair_cleanser_200ml.png,47,234,220,1000,1,1607007117,1607007117
246,112,Indulekha_Bringha_hair_cleanser_340ml.png,55,405,380,1000,1,1607007117,1607007117
247,113,Vcare_Shikkai_Shampoo_200ml.png,47,96,91,1000,1,1607007117,1607007117
248,114,Vcare_Shikakai_Paste_75gm.png,168,99,94,1000,1,1607007117,1607007117
249,114,Vcare_Shikakai_Paste_150gms.png,198,170,165,1000,1,1607007117,1607007117
250,115,Sesa_Ayurvedic_strongRoots_Conditioner_100ml.png,27,99,93,1000,1,1607007117,1607007117
251,116,Tresemme_Keratin_Smooth_shampoo_85ml.png,24,60,57,1000,1,1607007117,1607007117
252,116,Tresemme_Keratin_Smooth_shampoo_185ml.png,43,150,145,1000,1,1607007117,1607007117
253,117,Tresemme_Keratin_Smooth_Conditioner_80ml.png,21,107,100,1000,1,1607007117,1607007117
254,118,Tresemme_Hairfall_Defense_Conditioner_80ml.png,21,90,86,1000,1,1607007117,1607007117
255,119,Tresmme_smooth&Shine_shampoo_85ml.png,24,55,52,1000,1,1607007117,1607007117
256,120,Tresmme_HairFall_Defense_Shampoo_85ml.png,24,55,52,1000,1,1607007117,1607007117
257,121,Tresmme_Climate_protection_Shampoo_85ml.png,24,63,60,1000,1,1607007117,1607007117
258,122,Tresmme_smooth&Shine_Conditioner_40ml.png,12,30,29,1000,1,1607007117,1607007117
259,123,Nyle_Anti_Hair_Fall_Shampo_180ml.png,42,95,90,1000,1,1607007117,1607007117
260,124,Nyle_Pollution_Shield_shampoo_180ml.png,42,95,90,1000,1,1607007117,1607007117
261,125,Nyle_Damage_Repair_Hair_Cleanser_180ml.png,42,99,95,1000,1,1607007117,1607007117
262,126,Nyle_Volume_Enhanse_Hair_Cleanser_180ml.png,42,95,90,1000,1,1607007117,1607007117
263,127,Nyle_Anti_Dandruff_Hair_Cleanser_180ml.png,42,110,104,1000,1,1607007117,1607007117
264,128,Ayush_Anti_Dandruff_neem_Shampoo95ml.png,26,65,62,1000,1,1607007117,1607007117
265,128,Ayush_Anti_Dandruff_neem_Shampoo175ml.png,41,120,115,1000,1,1607007117,1607007117
266,129,Ayush_Thick&Long_Growth_Shikakai_shampoo95.png,26,65,62,1000,1,1607007117,1607007117
267,129,Ayush_Thick&Long_Growth_Shikakai_shampoo175.png,41,130,125,1000,1,1607007117,1607007117
268,130,Loreal_FallResist_Anti_Hairfall_shampoo_82.5ml.png,23,65,62,1000,1,1607007117,1607007117
269,130,Loreal_FallResist_Anti_Hairfall_shampoo_192.5ml.png,45,135,130,1000,1,1607007117,1607007117
270,131,Loreal_FallResist_Anti_Hairfall_shampoo_71.5ml.png,18,99,95,1000,1,1607007117,1607007117
